282.4160251471689	102.2773500981126
288.0097384120974	117.50009484566588
275.5527864045	125.22360679774997
272.44721359549993	126.77639320225002
264.5712535371437	135.25724787771375
257.66366360300185	145.630029963302
253.75717853441063	156.56292136193926
251.97658820685072	163.49945158718492
252.71165840120068	179.4084839316324
254.55278640450007	187.22360679775002
259.502481404895	197.9502481404895
263.5527864045	203.77639320225003
273.22360679774994	213.44721359549996
278.9643764750061	217.49872934991538
278.	220.5000000000001
268.22360679775	230.55278640450007
264.5527864045	233.22360679774997
258.5527864045	236.22360679774997
249.22360679775048	240.4472135954997
242.3535533905931	242.35355339059345
233.50006102398265	244.00781154650028
221.5597644500389	243.2370499115175
212.35355339059328	241.35355339059328
200.41602514716894	237.27735009811258
189.50806504495006	232.9105572809
174.0000000000001	233.50000000000003
170.4681645887845	234.8244382792058
160.	238.
156.64644660940684	239.3535533905934
144.38697864960164	242.31661889512864
134.49963411003813	243.01912475062346
123.22360679775	240.44721359549996
116.50305813266318	238.05521576303738
103.73047315178844	231.42113570033084
96.42399915200248	225.7350005299983
87.63523139792991	215.3419705644406
80.91780050634732	203.49319696191608
76.64644660940674	190.64644660940672
74.68612377440513	181.38920651973768
73.9738453802852	151.49931546728254
75.5	143.99999999999986
77.09805806756907	134.49029033784547
80.24184305584507	122.56237923228036
86.00000000000009	107.5
94.13736056394868	92.51923802617958
101.66085994863359	79.63259827768614
113.18569533817704	64.53576165455736
123.25724787771375	54.57125353714372
132.5030581326632	48.944784236962576
136.49319696191608	47.08219949365268
145.50027754651043	46.01665741511632
152.43964598326838	47.76185842572962
164.62371165264656	52.67074769606574
166.99999999999994	53.5
176.4992301766027	56.97226499018875
191.50008571183744	58.00925767200301
198.44721359549996	56.22360679774997
207.52750696327988	53.16355528194159
215.47149516679144	50.83358994113243
221.7263753185086	48.58151519301326
237.50453395590992	47.93281816351321
245.46423834544262	51.81430466182293
255.14704292441877	59.522110495639026
262.5	67.99999999999987
270.19880371881715	78.45877781265496
275.49999999999983	87.99999999999984
